author,seed_doi,seed_title,seed_short_title,n_seed_dois_cited_by_author,n_citing_works_by_author
Suchi Kapoor Malhotra,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,2
Suwen Ge,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,2
Sylvie Borau,10.2139/ssrn.3938994,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,Information Avoidance and Moral Behavior,1,2
Thang Ngoc Bach,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,2
Thato Letsomo,10.3386/w31208,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Building Resilient Education Systems,1,2
Theresa K. Meyer,10.1016/j.ijdrr.2022.102798,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Long term cost-effectiveness of resilient foods for global catastrophes compared…,1,2
Thomas Giroux,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,2
Thorsten Staake,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,2
Tingwei Luo,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,2
Tingyu Yu,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,2
Tobias Kollmann,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,2
Tobias Schimanski,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,2
Tomas Folke,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,2
Tomohiko Endo,10.1111/conl.13077,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened Species,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened…,1,2
Tristan Reed,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,2
Tzu‐Pi Chen,10.1111/conl.13077,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened Species,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened…,1,2
Uri Schattner,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,2
V. Mironov,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,2
Verena Tiefenbeck,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,2
Veronika Cheplygina,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,2
Vis Taraz,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,2
Wei Zhang,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,2
Wei‐Ting Chen,10.1111/conl.13077,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened Species,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened…,1,2
Wenbiao Sha,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,2
Wendy Janssens,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",1,2
Willem E. Frankenhuis,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,2
Winnie van Dijk,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,2
Xi Weng,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,2
Xianfeng Zhang,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,2
Xiang Hui,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,2
Xiaoyu Chen,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,2
Ximeng Fang,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,2
Xinyi Lv,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,2
Xueming Luo,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,2
Xueping Liang,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,2
Yacov Tsur,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,2
Yi Li,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,2
Yu Gao,10.2139/ssrn.3938994,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,Information Avoidance and Moral Behavior,1,2
Yu Qian,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,2
Yuan Zhi Seah,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,2
Yuancheng Wang,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,2
Yuichi Furukawa,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,2
Yvonne van Dalen,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",1,2
Zachary Wagner,10.3386/w30835,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,Water Treatment And Child Mortality,1,2
Zafer Kanik,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,2
Zhaoxuan Qiu,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,2
Zheng Fang,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,2
Zhiwei Wang,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,2
Ľuboš Pástor,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,2
A R T Hidayat,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,1
A. K. Chaurasia,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
A. Rani Elwy,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
A. Yu. Kolpakov,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
A. de Ruyter,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
A.C. Sim,10.1093/ej/uead102,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,1,1
Aaron S. Kesselheim,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Aaron Salzberg,10.1093/wbro/lkae010,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis,The Effect of Lead Exposure on Children’s Learning in the…,1,1
Abdelaziz Abdalla Alowais,10.3386/w31354,The Benefits and Costs of Guest Worker Programs: Experimental Evidence from the India-UAE Migration Corridor,The Benefits and Costs of Guest Worker Programs,1,1
Abdullah M. Baabdullah,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Abeba N. Turi,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Abel Lucena,10.3386/w31899,The Effect of Public Science on Corporate R&amp;D,The Effect of Public Science on Corporate R&amp;D,1,1
Abhishek Gupta,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,1,1
Abideen Salako,10.3386/w30835,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,Water Treatment And Child Mortality,1,1
Abraham Loeb,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,1,1
Abu Shonchoy,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,1
Abubakr Suliman,10.3386/w31354,The Benefits and Costs of Guest Worker Programs: Experimental Evidence from the India-UAE Migration Corridor,The Benefits and Costs of Guest Worker Programs,1,1
Achim Wambach,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Adam Laycock,10.1093/wbro/lkae010,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis,The Effect of Lead Exposure on Children’s Learning in the…,1,1
Adam McCloskey,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Adam Rose,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Adeline Delavande,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Adeyinka Tella,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Adrian Stoian,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Adriana Ibiti,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Adrien Bilal,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Adélaïde Fadhuile,10.3386/w30740,"When do ""Nudges"" Increase Welfare?","When do ""Nudges"" Increase Welfare?",1,1
Aelita Sargsyan,10.1093/wbro/lkae010,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis,The Effect of Lead Exposure on Children’s Learning in the…,1,1
Afaf Bouhoute,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Afshan Naseem,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,1,1
Agnė Paliokaitė,10.3386/w31899,The Effect of Public Science on Corporate R&amp;D,The Effect of Public Science on Corporate R&amp;D,1,1
Agudelo Nicolás,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Aguilar David,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Ahmed Karmaoui,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Ahmed M. Fallatah,10.3386/w30835,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,Water Treatment And Child Mortality,1,1
Ahsan Alam,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Aidan Coville,10.1093/ej/uead102,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,1,1
Aidan Hollis,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Aikaterini Taka,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,1
Aishwarya Atluri,10.3386/w30835,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,Water Treatment And Child Mortality,1,1
Ajay Pillarisetti,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Akash R. Wasil,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Akhter Ahmed,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Akimitsu Hirota,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Akshay Kotak,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Alain Quinet,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
