research,criteria,publication_status,main_cause_cat,evaluator,anonymous,middle_rating,lower_ci,upper_ci,confidence_level,checked_against_source,notes_on_check_against_source,evaluator_comment,eval_weight_not_used_yet,cause_areas,journal_publication_title,publication_date_unjournal,row_created_date,.rowid,doi_key,arxiv_key,title_key,first_author,year_key,uj_map_key
How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Evaluator 2,true,95,90,100,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-11-19,2/21/2025 1:25:16 PM",278,NA,NA,NA,NA,NA,NA
How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Evaluator 2,true,85,80,90,NA,NA,NA,Methods and data collection is quite clear,data is not yet widely available since the paper has not been published. Beyond related literature,"there are no resources that can enable future research.,,Other Economics/Welfare/Growth,WP,2024-11-19,2/21/2025 1:25:16 PM",279,NA,NA,NA,NA,NA,NA
How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Evaluator 2,true,75,70,80,NA,NA,NA,The paper relevance is limited for global priorities since the experiment was conducted during the COVID pandemic,weakening its external validity,"and applications in other contexts. Nevertheless the question is important, given the wide use of conditional cash transfers. The transfers given in the experiment might have been low, 500 and 2000 USD, to find a positive effect, however larger cash transfers might be difficult to do practically, therefore the usefulness to practitioners might be limited. However, it is useful to know at least that smaller unconditional cash transfers have limited effects suggestion these should not be done. There is no assessment of quantified costs/benefits.,,Other Economics/Welfare/Growth,WP,2024-11-19,2/21/2025 1:25:16 PM",280,NA,NA,NA,NA,NA,NA
How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Evaluator 2,true,75,70,80,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-11-19,2/21/2025 1:25:16 PM",281,NA,NA,NA,NA,NA,NA
How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Evaluator 2,true,4.5,4,5.0,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-11-19,2/21/2025 1:25:16 PM",282,NA,NA,NA,NA,NA,NA
How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Evaluator 2,true,4,3.5,4.5,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-11-19,2/21/2025 1:25:16 PM",283,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,adv_knowledge,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 1,true,80,65,85,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:25:49 PM",284,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,methods,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 1,true,60,44,82,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:27:05 PM",285,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,logic_comms,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 1,true,66,58,75,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:27:20 PM",286,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,open_sci,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 1,true,61,52,73,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:27:20 PM",287,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,real_world,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 1,true,80,73,85,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:28:46 PM",288,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,gp_relevance,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 1,true,83,77,87,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:28:52 PM",289,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,merits_journal,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 1,true,2.5,2,3,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:12 PM",290,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,journal_predict,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 1,true,3,2,3.5,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:12 PM",291,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,overall,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 1,true,70,55,74,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:12 PM",292,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,adv_knowledge,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,70,65,75,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:40 PM",293,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,methods,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,68,58,78,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:40 PM",294,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,logic_comms,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,75,70,80,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:40 PM",295,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,open_sci,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,80,70,90,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:40 PM",296,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,real_world,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,70,65,75,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:40 PM",297,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,gp_relevance,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,80,70,90,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:40 PM",298,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,merits_journal,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,3,2.8,3.2,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:40 PM",299,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,journal_predict,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,4.2,2.8,3.2,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:40 PM",300,NA,NA,NA,NA,NA,NA
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,overall,Published,uncertain peer review,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,75,68,82,NA,NA,NA,NA,NA,Global health (LMICs),The World Bank Research Observer,"2024-07-04,8/15/2024 1:29:40 PM",301,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:12:48 PM,302,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:15:31 PM,303,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:15:19 PM,304,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:16:19 PM,305,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,95,90,100,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:16:19 PM,306,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,95,90,100,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:17:06 PM,307,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,87,77,97,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:17:26 PM,308,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM,309,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM,310,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM,311,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM,312,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,95,90,100,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM,313,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,95,90,100,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM,314,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,3.5,3,4.0,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:20:52 PM,315,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,87,77,97,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM,316,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,claims,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,90,80,100,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:20:09 PM,317,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,80,70,90,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:19:37 PM,318,NA,NA,NA,NA,NA,NA
Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,85,75,95,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-10-08,11/24/2024 1:19:37 PM,319,NA,NA,NA,NA,NA,NA
