label_paper,label_paper_title,evaluator,criteria,middle_rating,lower_ci,upper_ci,rationale
NA,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 2 1,overall,92,81,100,
NA,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 2 1,merits_journal,4.7,4.4,5,
NA,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 1,merits_journal,4,3.5,4.5,
NA,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 1,overall,77,70,84,
NA,When do “Nudges” Increase Welfare?,Anon. evaluator 1,merits_journal,4,4,5,
NA,When do “Nudges” Increase Welfare?,Anon. evaluator 2 1,overall,86,76,96,
NA,When do “Nudges” Increase Welfare?,Anon. evaluator 1,journal_predict,4,3.5,4.2,
Bahar et al. 2022,Legalizing Entrepreneurship,Anon. evaluation 1,merits_journal,2.5,2,3,
Bahar et al. 2022,Legalizing Entrepreneurship,Anon. evaluation 2,merits_journal,4.7,4,5,
Bahar et al. 2022,Legalizing Entrepreneurship,Anon. evaluation 2,overall,90,85,97,
Naidu et al. 2023,The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 2 1,merits_journal,3.5,3,4,
Naidu et al. 2023,The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 2 1,overall,75,60,90,
Naidu et al. 2023,The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 1,merits_journal,4.5,4,5,
Akram et al. 2017,Effects of Emigration on Rural Labor Markets,Frank Gyimah Sackey,merits_journal,2.5,1,3,
Akram et al. 2017,Effects of Emigration on Rural Labor Markets,Frank Gyimah Sackey,overall,70,50,78,
Naidu et al. 2023,The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 1,overall,75,70,85,
NA,When do “Nudges” Increase Welfare?,Anon. evaluator 1,overall,85,70,95,
Bahar et al. 2022,Legalizing Entrepreneurship,Anon. evaluation 1,overall,60,50,70,
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,overall,60,50,70,
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,adv_knowledge,60,50,70,
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,methods,50,40,60,
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,logic_comms,60,50,70,
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,open_sci,60,50,70,
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,real_world,60,50,70,
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,gp_relevance,80,70,90,
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,merits_journal,3,2.5,3.5,
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,journal_predict,3,2.5,3.5,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,adv_knowledge,80,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,methods,50,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,logic_comms,70,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,real_world,90,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,gp_relevance,65,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,journal_predict,2.5,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,open_sci,50,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,merits_journal,3,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,overall,75,NA,NA,
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,adv_knowledge,70,55,75,
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,methods,60,55,70,
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,logic_comms,55,50,65,
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,real_world,55,45,75,
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,gp_relevance,80,70,90,
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,journal_predict,3.6,2.8,4,
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,open_sci,45,30,60,
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,merits_journal,3.8,3,4.1,
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,overall,65,55,74,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,adv_knowledge,80,70,90,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,methods,70,50,90,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,logic_comms,85,65,95,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,real_world,NA,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,gp_relevance,85,70,90,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,journal_predict,3.5,3,5,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,open_sci,73,50,95,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,merits_journal,4,3,5,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,overall,80,60,90,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,adv_knowledge,65,NA,NA,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,methods,60,NA,NA,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,logic_comms,75,NA,NA,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,real_world,75,NA,NA,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,gp_relevance,75,NA,NA,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,journal_predict,NA,NA,NA,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,open_sci,50,NA,NA,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,merits_journal,4,NA,NA,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,overall,75,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,adv_knowledge,30,20,60,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,methods,50,40,60,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,logic_comms,60,40,75,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,real_world,NA,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,gp_relevance,90,60,95,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,journal_predict,2,1,2,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,open_sci,70,40,75,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,merits_journal,2,1,2,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,overall,40,20,60,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,adv_knowledge,90,85,95,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,methods,80,70,90,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,logic_comms,80,75,85,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,real_world,90,85,95,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,gp_relevance,90,85,95,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,journal_predict,4.8,4,5,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,open_sci,70,60,80,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,merits_journal,4.8,4.5,5,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,overall,90,85,95,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,David Manheim,adv_knowledge,25,20,40,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,David Manheim,methods,95,85,97.5,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,David Manheim,logic_comms,75,60,90,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,David Manheim,real_world,NA,NA,NA,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,David Manheim,gp_relevance,60,40,75,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,David Manheim,journal_predict,3,2.5,4.5,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,David Manheim,open_sci,NA,NA,NA,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,David Manheim,merits_journal,NA,NA,NA,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,David Manheim,overall,80,70,90,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,adv_knowledge,70,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,methods,80,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,logic_comms,70,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,real_world,90,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,gp_relevance,80,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,journal_predict,3,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,open_sci,70,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,merits_journal,3,NA,NA,
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,overall,75,NA,NA,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,Joel Tan,adv_knowledge,90,70,100,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,Joel Tan,methods,70,50,90,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,Joel Tan,logic_comms,70,50,90,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,Joel Tan,real_world,90,70,100,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,Joel Tan,gp_relevance,90,70,100,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,Joel Tan,journal_predict,5,NA,NA,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,Joel Tan,open_sci,50,30,70,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,Joel Tan,merits_journal,5,NA,NA,
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,Joel Tan,overall,79,59,94,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,adv_knowledge,76,68,83,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,methods,72,63,81,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,logic_comms,67,62,78,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,real_world,91,78,94,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,gp_relevance,92,82,95,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,journal_predict,4.6,3.5,5,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,open_sci,48,42,68,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,merits_journal,4.3,3.7,4.8,
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,overall,80,71,86,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,adv_knowledge,90,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,methods,75,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,logic_comms,80,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,real_world,95,NA,NA,
