research,criteria,publication_status,main_cause_cat,evaluator,Anonymous,middle_rating,lower_CI,upper_CI,confidence_level,checked_against_source,notes on check against source,evaluator_comment,eval_weight (not used yet),cause areas,Journal publication title,publication_date_unjournal,row_created_date
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,gp_relevance,"Published, uncertain peer review",Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,80,70,90,,,,,,Global health (LMICs),The World Bank Research Observer,2024-07-04,8/15/2024 1:29:40 PM
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,merits_journal,"Published, uncertain peer review",Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,3,2.8,3.2,,,,,,Global health (LMICs),The World Bank Research Observer,2024-07-04,8/15/2024 1:29:40 PM
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,journal_predict,"Published, uncertain peer review",Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,4.2,2.8,3.2,,,,,,Global health (LMICs),The World Bank Research Observer,2024-07-04,8/15/2024 1:29:40 PM
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,overall,"Published, uncertain peer review",Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,75,68,82,,,,,,Global health (LMICs),The World Bank Research Observer,2024-07-04,8/15/2024 1:29:40 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:12:48 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:15:31 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:15:19 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:16:19 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,95,90,100,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:16:19 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,95,90,100,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:17:06 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,87,77,97,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:17:26 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,85,75,95,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,95,90,100,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,95,90,100,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,3.5,3,4.0,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:20:52 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 1,true,87,77,97,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:18:24 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",claims,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,90,80,100,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:20:09 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,80,70,90,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:19:37 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,85,75,95,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:19:37 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,95,90,100,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:19:37 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,90,80,100,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:19:37 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,95,90,100,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:19:37 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,95,90,100,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:19:37 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,4.5,4,5.0,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:25:14 PM
"Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
",overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Evaluator 2,true,90,80,100,,,,,,Global health (LMICs),WP,2024-10-08,11/24/2024 1:19:37 PM
Legalizing Entrepreneurship,overall,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluation 1,true,60,50,70,,false,,,,Economic development & governance (LMICs),WP,2024-06-11,6/25/2024 8:50:34 AM
Legalizing Entrepreneurship,overall,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluation 2,true,90,85,97,,false,,,,Economic development & governance (LMICs),WP,2024-06-11,7/2/2024 10:52:17 AM
Legalizing Entrepreneurship,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluation 1,true,2.5,2,3,,false,,,,Economic development & governance (LMICs),WP,2024-06-11,7/2/2024 10:52:45 AM
Legalizing Entrepreneurship,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluation 1,true,60,50,70,,,,,,Economic development & governance (LMICs),WP,2024-06-11,7/9/2024 10:50:42 AM
Legalizing Entrepreneurship,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluation 2,true,4.7,4,5,,false,,,,Economic development & governance (LMICs),WP,2024-06-11,7/2/2024 10:52:45 AM
Legalizing Entrepreneurship,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluation 2,true,96,90,100,,,,,,Economic development & governance (LMICs),WP,2024-06-11,7/9/2024 10:49:10 AM
Legalizing Entrepreneurship,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluation 2,true,92,86,97,,,,,,Economic development & governance (LMICs),WP,2024-06-11,7/9/2024 10:49:10 AM
Legalizing Entrepreneurship,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluation 2,true,98,95,100,,,,,,Economic development & governance (LMICs),WP,2024-06-11,7/9/2024 10:49:10 AM
Legalizing Entrepreneurship,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluation 2,true,78,72,83,,,,,,Economic development & governance (LMICs),WP,2024-06-11,7/9/2024 10:49:10 AM
Legalizing Entrepreneurship,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluation 2,true,97,93,100,,,,,,Economic development & governance (LMICs),WP,2024-06-11,7/9/2024 10:49:10 AM
Legalizing Entrepreneurship,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluation 2,true,94,88,100,,,,,,Economic development & governance (LMICs),WP,2024-06-11,7/9/2024 10:49:10 AM
